,id,screen_name,location,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,created_at,default_profile,default_profile_image
1406,4033160421,a_pianpanya,"Ile-de-France, France",False,False,489,695,101,2535,1198,Sat Oct 24 17:56:54 +0000 2015,False,False
10804,450782514,Jedelap,Bogota,False,False,271,658,2,362,974,Fri Dec 30 17:09:55 +0000 2011,False,False
11552,344103364,pablogt91,"Madrid, Comunidad de Madrid",False,False,181,141,1,143,1097,Thu Jul 28 15:09:57 +0000 2011,False,False
6637,15622396,Inpersonalio,In the Internet,False,False,211,668,16,5463,724,Sun Jul 27 18:33:29 +0000 2008,False,False
6428,117734261,hansmelo,Berlin ,False,False,464,1843,10,595,425,Fri Feb 26 12:49:44 +0000 2010,False,False
8094,243011160,jaumeatw,"Barcelona, Spain",False,False,187,433,19,622,1669,Wed Jan 26 02:57:05 +0000 2011,False,False
7609,2965171331,DigitalGirlInc,"Brooklyn, NY",False,False,393,794,47,81,1686,Tue Jan 06 23:45:37 +0000 2015,True,False
5415,1446786284,AnthenOP,,False,False,37,248,2,26,456,Tue May 21 16:37:12 +0000 2013,True,False
1596,225066043,marcelinodmb,,False,False,239,525,3,133,750,Fri Dec 10 15:55:36 +0000 2010,False,False
29,89571795,juaningrassia,Buenos Aires,False,False,517,2409,11,1252,877,Thu Nov 12 23:36:57 +0000 2009,False,False
4190,16044232,MacusRomero,"Madrid, Spain",False,False,925,793,58,453,917,Fri Aug 29 16:40:53 +0000 2008,False,False
7143,468875185,PabloSnxz,,False,False,945,2322,28,5134,1479,Fri Jan 20 00:40:27 +0000 2012,False,False
9096,64900946,RobertAlbolino,Ft. Lauderdale FL,False,False,75,450,1,62,1736,Wed Aug 12 02:01:33 +0000 2009,True,False
8400,261505351,pixgraphixPhoto,Auckland/New Zealand,False,False,88,275,37,4,1602,Sun Mar 06 03:00:18 +0000 2011,False,False
6706,45629420,R3eba,Lisbon,False,False,177,285,25,195,881,Mon Jun 08 18:15:53 +0000 2009,False,False
5291,326817333,mpiyok,,False,False,106,551,7,5052,1162,Thu Jun 30 14:54:25 +0000 2011,True,False
5745,1265300460,CatalystGamma,"Miami, FL",False,False,168,438,64,92,1315,Wed Mar 13 19:57:44 +0000 2013,False,False
5286,3107997258,Fluffy_Knuckles,Brisbane,False,False,518,834,7,382,594,Thu Mar 26 06:39:42 +0000 2015,False,False
125,841274392881565697,TruewindIT,"Lisbon, Portugal",False,False,168,284,4,813,450,Mon Mar 13 13:07:00 +0000 2017,False,False
9501,166201031,LuisNaveran,Bilbao,False,False,106,254,6,279,935,Tue Jul 13 15:48:56 +0000 2010,False,False
10225,208479416,tarmelop,"Cambridge, MA",False,False,1590,1481,49,5385,1182,Wed Oct 27 10:46:27 +0000 2010,True,False
11082,318090768,Joudelbosc,,False,False,125,401,4,1388,487,Wed Jun 15 23:26:14 +0000 2011,False,False
1939,194776758,pame5656,Madrid,False,False,141,281,55,40,1292,Fri Sep 24 23:43:03 +0000 2010,False,False
566,3299883718,fuckviana,,False,False,14,68,0,2378,1761,Tue May 26 22:55:22 +0000 2015,False,False
1817,41656350,gelsys,Per칰,False,False,419,508,15,550,1313,Thu May 21 19:23:58 +0000 2009,False,False
6259,772279662,Ninja_Recruiter,"Barcelona, Espa침a",False,False,190,98,31,25,693,Tue Aug 21 21:19:29 +0000 2012,False,False
8997,2151043014,MagentoNinja,Poland,False,False,422,201,35,1178,693,Wed Oct 23 14:00:49 +0000 2013,False,False
2614,221899629,yacinehmito,"Paris, France",False,False,85,317,2,1569,563,Wed Dec 01 22:48:36 +0000 2010,False,False
8654,22225357,prashantsunkari,Redmond,False,False,147,1488,6,220,830,Sat Feb 28 03:47:27 +0000 2009,False,False
6931,3289773167,microhenrio,"Barcelona, Catalu침a",False,False,195,999,7,547,421,Tue May 19 09:10:26 +0000 2015,True,False
5866,726941507698196481,Sensemeet_es,Spain,False,False,373,862,15,470,946,Mon May 02 01:08:56 +0000 2016,False,False
9463,2872522413,clubmarabu,Barcelona,False,False,484,936,9,427,607,Tue Nov 11 17:15:04 +0000 2014,False,False
1365,103036907,julsgc,Betelgeuse,False,False,266,139,7,13,1065,Fri Jan 08 17:19:42 +0000 2010,False,False
7322,3111820960,iserveu_org,Canada,False,False,261,625,2,89,425,Tue Mar 24 21:54:29 +0000 2015,False,False
7498,2718317530,ItsTweetwave,"19, London",False,False,35,86,0,639,569,Sun Jul 20 00:37:25 +0000 2014,True,False
1085,381109859,SerraSergi,,False,False,411,437,1,3536,864,Tue Sep 27 19:18:21 +0000 2011,False,False
11900,26653188,_clopez,"Santiago, Chile",False,False,584,819,13,283,1231,Thu Mar 26 01:24:56 +0000 2009,False,False
8465,28818489,appsconsultants,"Colorado, USA",False,False,240,762,42,23,700,Sat Apr 04 16:08:14 +0000 2009,False,False
11209,2427403513,epolitic_org,"Biscay, Basque Country",False,False,827,167,48,55,1741,Fri Apr 04 14:46:43 +0000 2014,False,False
3481,2413105903,Be_lindaSD,,False,False,408,765,36,1891,1148,Wed Mar 26 20:12:45 +0000 2014,True,False
2264,3433698192,thedtechguy,"Tijuana, MX",False,False,477,2380,77,3174,1303,Thu Sep 03 05:51:01 +0000 2015,False,False
1793,148926838,MaltrecHo13,,False,False,139,598,2,3887,1383,Thu May 27 23:57:21 +0000 2010,False,False
4689,216300527,borntofreelance,,False,False,1787,4006,26,313,479,Tue Nov 16 09:44:24 +0000 2010,False,False
2028,731515675315994624,sddBCN,"Barcelona, Spain",False,False,1708,704,105,1416,1213,Sat May 14 16:05:02 +0000 2016,False,False
8387,559056404,LanceLafontaine,"Montreal, Canada",False,False,241,785,12,156,387,Sat Apr 21 00:31:18 +0000 2012,False,False
3184,133703693,jcasptech,worldwide,False,False,289,1144,71,239,755,Fri Apr 16 12:27:24 +0000 2010,False,False
9909,605138710,thewebsmith_ca,Calgary,False,False,136,381,35,464,918,Mon Jun 11 05:21:01 +0000 2012,False,False
1927,173808115,DianaArambilet,,False,False,588,562,59,296,1086,Mon Aug 02 12:09:22 +0000 2010,False,False
11815,798680084,rafuellos,"Madrid, Spain",False,False,156,402,8,1130,414,Sun Sep 02 17:15:22 +0000 2012,False,False
7654,3220588242,CompassUnimelb,"Melbourne, Victoria",False,False,1009,1277,122,895,998,Tue May 19 19:06:39 +0000 2015,False,False
8658,268241618,lwf07,"Ourense, Espa침a",False,False,59,150,1,57,463,Fri Mar 18 11:43:22 +0000 2011,False,False
3104,255462365,bondipondi,,False,False,113,349,2,1040,1161,Mon Feb 21 12:17:00 +0000 2011,False,False
3394,620752304,egroj_man,,False,False,169,796,2,1499,1188,Thu Jun 28 07:35:22 +0000 2012,True,False
9954,178743358,cro7alo,,False,False,2126,3246,2,2387,1536,Sun Aug 15 15:38:06 +0000 2010,True,False
9548,134780056,AlbBizCooper,"Albany, New York",False,False,1443,1712,45,36,1528,Mon Apr 19 12:27:01 +0000 2010,True,False
8707,469837740,AdamWongAZ,"Scottsdale, Arizona",False,False,901,1282,17,117,584,Sat Jan 21 01:45:47 +0000 2012,False,False
5017,4699531520,gsultangeorge,"Barcelona, Spain",False,False,67,264,1,172,797,Sun Jan 03 00:45:03 +0000 2016,False,False
2980,2971606445,Clicca_Guadagna,,False,False,1348,3324,6,10,463,Sat Jan 10 16:25:08 +0000 2015,True,False
6893,27998461,linkarte,Portugal,False,False,371,1023,12,3698,1043,Tue Mar 31 23:49:27 +0000 2009,True,False
6825,247258158,_Lara_GO,Madrid,False,False,384,588,12,264,809,Fri Feb 04 12:35:12 +0000 2011,False,False
10630,56008665,BonnyLarregui,Puerto Rico,False,False,41,201,0,60,708,Sun Jul 12 03:38:31 +0000 2009,False,False
5690,293055859,7uj8ik9ol,"New Jersey, USA",False,False,220,979,4,153,791,Wed May 04 17:44:42 +0000 2011,False,False
10824,2260115047,itziarblasco,,False,False,362,221,38,184,502,Tue Dec 24 10:39:19 +0000 2013,True,False
10404,18106050,toby39,"San Diego, CA",False,False,4748,4754,133,196,1748,Sat Dec 13 22:20:44 +0000 2008,False,False
2292,65568852,its_camargo,localhost / MX,False,False,411,3225,8,893,1334,Fri Aug 14 05:16:01 +0000 2009,False,False
1574,235345583,diogo_aduarte,Curitiba,False,False,45,415,1,130,641,Fri Jan 07 23:39:49 +0000 2011,False,False
741,960186200274472960,_CliffBooth_,"Hidalgo, M칠xico",False,False,109,724,0,1312,504,Sun Feb 04 16:20:04 +0000 2018,True,False
7011,90222458,abernal80,Madrid,False,False,36,279,0,306,458,Sun Nov 15 18:58:50 +0000 2009,True,False
10137,34508743,GrvKis,"Bengaluru, India",False,False,372,1237,8,220,553,Thu Apr 23 03:00:52 +0000 2009,False,False
6941,2835611981,interletrados,"Madrid, Espa침a",False,False,617,1418,69,171,1834,Fri Oct 17 23:41:57 +0000 2014,True,False
10876,592013986,amayaverde,,False,False,649,801,36,1847,699,Sun May 27 17:54:30 +0000 2012,True,False
8706,1656690565,AllisonJane91,Twin CIties,False,False,45,387,2,48,511,Fri Aug 09 02:08:44 +0000 2013,False,False
5044,59499753,gabyprado_w,Mediterranean countryside,False,False,1006,293,125,558,1624,Thu Jul 23 15:43:22 +0000 2009,False,False
10180,1955399041,wildlife_junkie,"Miami, FL",False,False,167,209,21,667,917,Sat Oct 12 00:29:35 +0000 2013,True,False
1118,357057033,traduccion12,"Spain, France, Asia ",False,False,200,488,26,13,1543,Wed Aug 17 19:42:25 +0000 2011,False,False
8694,2926117970,ShaunaLifeCoach,Los Angeles,False,False,1266,1881,26,214,533,Wed Dec 10 19:59:41 +0000 2014,True,False
4997,1573940130,Vorickles,Kenya,False,False,500,1526,9,414,1494,Sun Jul 07 00:40:35 +0000 2013,False,False
9774,2996415219,MachelpES,"Saragossa, Spain",False,False,94,236,12,29,550,Sat Jan 24 20:03:52 +0000 2015,True,False
7749,1549751167,henryarb92,"Miami, FL",False,False,217,299,42,1296,401,Thu Jun 27 04:14:05 +0000 2013,False,False
614,706576013115973632,Pris_Bocage,"Zaragoza, Espa침a",False,False,630,931,35,4245,1158,Sun Mar 06 20:23:43 +0000 2016,False,False
2406,133403127,edusalguero,"Galicia, Espa침a",False,False,406,1356,19,2739,923,Thu Apr 15 17:57:32 +0000 2010,True,False
898,43086766,ithinkout,"Oporto Area, Portugal",False,False,841,2828,29,1610,1118,Thu May 28 10:46:40 +0000 2009,False,False
6691,2342965770,MoonlighterMIA,"2041 NW 1 PL Miami, Fl. 33127",False,False,902,1129,64,2285,1344,Fri Feb 14 03:02:34 +0000 2014,False,False
2665,48263988,HMEmpanadas,"Miami, FL",False,False,834,949,18,1184,836,Thu Jun 18 05:59:56 +0000 2009,False,False
897,27637171,linouris,This universe,False,False,311,1623,13,807,638,Mon Mar 30 13:38:17 +0000 2009,True,False
9159,3098066807,iPlayTek,New York City,False,False,249,1158,16,438,556,Fri Mar 20 00:37:30 +0000 2015,False,False
6844,1255543608,AloniRock,"London, Ontario, Canada",False,False,188,428,21,1657,1079,Sat Mar 09 22:48:55 +0000 2013,False,False
2311,179901851,estelarm82,Madrid,False,False,81,310,1,618,386,Wed Aug 18 11:02:28 +0000 2010,False,False
11341,149308425,fernandomontoy,Colombia,False,False,528,841,6,15,587,Fri May 28 23:48:41 +0000 2010,False,False
1325,303261033,javdelgar,"Getafe, Spain",False,False,154,851,2,1479,1821,Sun May 22 15:24:20 +0000 2011,False,False
6052,722071404796055552,Sergio_Hierro,"Guadarrama, Espa침a",False,False,167,286,8,449,788,Mon Apr 18 14:36:53 +0000 2016,False,False
5299,1547934332,codingdudecom,,False,False,226,532,10,80,715,Wed Jun 26 11:07:58 +0000 2013,True,False
2076,598539805,_ZaidaIglesias,"Pozuelo de Alarc칩n, Espa침a",False,False,424,785,33,2330,1498,Sun Jun 03 18:12:09 +0000 2012,False,False
7535,14385158,1000rayosdeluz,,False,False,236,501,10,13185,1446,Mon Apr 14 13:47:16 +0000 2008,True,False
12058,198630511,yarmotas,Madrid,False,False,215,588,2,26,591,Mon Oct 04 20:48:38 +0000 2010,True,False
4939,4802535834,mahadevkv,"Pune, India",False,False,175,429,5,982,791,Sat Jan 23 11:24:34 +0000 2016,False,False
9902,57268935,jnavarro_rico,Madrid,False,False,653,432,28,6177,394,Thu Jul 16 07:07:00 +0000 2009,False,False
10545,62347498,minipamy,madrid ,False,False,98,447,2,419,454,Sun Aug 02 20:52:01 +0000 2009,True,False
11245,320018892,vvilelaj,"Lima, Per칰",False,False,256,782,30,572,1421,Sun Jun 19 04:44:10 +0000 2011,True,False
10230,1251416047,javier_fisher,Terrassa,False,False,242,1300,10,662,457,Fri Mar 08 10:54:15 +0000 2013,False,False
3862,724530673147486209,TheDragonRing,Australia,False,False,141,178,8,1782,1693,Mon Apr 25 09:29:08 +0000 2016,False,False
8589,2236358622,SocioInversores,,False,False,659,934,22,57,1608,Sun Dec 08 17:38:43 +0000 2013,True,False
8337,314518494,st3reo1som3r,Bristol,False,False,54,227,3,171,1729,Fri Jun 10 11:42:30 +0000 2011,True,False
9255,395228433,ITJOBSCOTLAND,Glasgow,False,False,271,216,7,11,413,Fri Oct 21 10:27:51 +0000 2011,False,False
8693,2398442065,BrowserStage,,False,False,12,11,7,0,794,Wed Mar 19 20:47:17 +0000 2014,True,False
3344,486903590,appetitemobile,London / Madrid / Dubai,False,False,853,2421,93,354,1291,Wed Feb 08 20:01:02 +0000 2012,False,False
3413,223662783,Ainelda,Madrid,False,False,620,1741,21,1010,1466,Tue Dec 07 00:30:51 +0000 2010,False,False
6144,3093240579,gregtheclimber,"Brussels, Belgium",False,False,551,1346,140,692,949,Tue Mar 17 20:13:58 +0000 2015,False,False
3494,1442066125,Stella_Belmonte,Barcelona,False,False,138,246,12,792,812,Sun May 19 19:40:48 +0000 2013,False,False
3337,710523029105864704,lewagonlyon,"Lyon, France",False,False,1348,1768,154,1128,1289,Thu Mar 17 17:47:45 +0000 2016,False,False
11081,39216896,xevig,Catalunya ||*||,False,False,172,674,2,1874,1278,Mon May 11 08:29:12 +0000 2009,False,False
4621,753621019143892992,Green_Coworking,"Cape Town, South Africa",False,False,687,1135,124,301,1663,Thu Jul 14 16:03:47 +0000 2016,False,False
9338,2831348697,hugoneES,Madrid,False,False,54,201,1,398,595,Wed Oct 15 10:17:36 +0000 2014,True,False
7748,1927788625,Purdue_RCODI,,False,False,221,432,30,240,915,Wed Oct 02 18:29:20 +0000 2013,True,False
6919,14049316,scottparker013,"Minooka, IL",False,False,457,978,17,1742,1714,Wed Feb 27 15:11:21 +0000 2008,False,False
8975,2893830129,murdocjta_2,En algun lugar del olvido,False,False,740,4032,0,983,1044,Wed Nov 26 20:56:37 +0000 2014,False,False
7159,23993640,GrandCentralVC,New York . Miami,False,False,750,1250,46,235,704,Thu Mar 12 18:00:18 +0000 2009,False,False
9833,235920856,whacky4,"Peshawar, Pakistan",False,False,295,495,30,608,601,Sun Jan 09 11:28:03 +0000 2011,False,False
9987,2841985296,RickyAudet,"San Francisco, CA",False,False,965,4980,26,5299,423,Mon Oct 06 05:43:02 +0000 2014,True,False
7918,2366903166,broucz,"Barcelona, Spain",False,False,130,823,15,1208,383,Sat Mar 01 10:56:19 +0000 2014,False,False
306,884510332458237953,jocelyn_siopy,,False,False,68,558,0,3776,402,Mon Jul 10 20:31:11 +0000 2017,False,False
8561,2203380986,arkchiweb,Occidente,False,False,685,893,77,171,1478,Tue Nov 19 16:30:14 +0000 2013,False,False
9997,389151109,Fermin_Jimenez_,"Logro침o, La Rioja",False,False,267,221,6,268,1178,Tue Oct 11 23:14:09 +0000 2011,False,False
6924,3120343085,sugar_social,"Miami, FL",False,False,437,1439,98,8488,1009,Fri Mar 27 01:49:19 +0000 2015,False,False
5188,55710675,camilonos66,"Bogot치, D.C., Colombia",False,False,325,2070,9,115,747,Sat Jul 11 00:34:05 +0000 2009,False,False
5048,72290563,DavidRemaud,France,False,False,556,949,90,1252,1752,Mon Sep 07 14:20:22 +0000 2009,True,False
9852,862686312,RenShres1,"Irving, TX",False,False,540,1361,15,90,1147,Fri Oct 05 07:58:29 +0000 2012,False,False
7298,2775542119,LuminaryCentral,Miami,False,False,212,226,46,314,603,Thu Aug 28 02:16:23 +0000 2014,False,False
11829,52153839,carlosabalde,A Coru침a,False,False,232,357,19,313,1305,Mon Jun 29 19:10:04 +0000 2009,True,False
1540,90483640,TorAaron,,False,False,42,138,3,119,473,Mon Nov 16 21:03:41 +0000 2009,True,False
9262,2206108249,LendIQ,San Francisco ,False,False,3048,7086,56,1630,392,Thu Nov 21 02:16:51 +0000 2013,True,False
10036,274080462,robertbruscino,"Scituate, MA",False,False,229,989,6,214,580,Tue Mar 29 17:56:17 +0000 2011,True,False
10363,2535102894,OceanPower3,The Ocean,False,False,7101,18247,50,8054,499,Fri May 30 13:44:30 +0000 2014,False,False
10079,2837645419,prasy2000,Moon,False,False,1314,1058,6,97,504,Thu Oct 02 05:54:42 +0000 2014,True,False
6080,269684186,esnogales,"Madrid, Spain",False,False,806,1070,28,2630,1519,Mon Mar 21 08:09:11 +0000 2011,False,False
9265,133253042,Ganger85,Spain,False,False,475,750,25,551,1757,Thu Apr 15 11:43:38 +0000 2010,False,False
7545,2787015293,CaminsMakers,"Barcelona, Espa침a",False,False,441,660,45,439,504,Sat Sep 27 11:31:57 +0000 2014,True,False
4713,3392301046,mhima_mi,,False,False,448,339,4,1201,983,Tue Jul 28 15:56:53 +0000 2015,True,False
1297,2596974406,polcordv,,False,False,395,572,3,323,533,Tue Jun 10 05:21:16 +0000 2014,True,False
11681,99475882,doktor500,"London, England",False,False,447,239,11,1858,527,Sat Dec 26 10:44:50 +0000 2009,False,False
7997,246882586,IraklisAlex,Dubai,False,False,533,1783,40,386,1616,Thu Feb 03 17:19:05 +0000 2011,False,False
913,599089496,QMauriz,칈taca,False,False,47,385,0,276,414,Mon Jun 04 09:22:38 +0000 2012,False,False
6913,3024793302,Andrew_WXY,扶뙍쟖,False,False,719,4314,168,6612,1818,Wed Feb 18 05:54:39 +0000 2015,True,False
5882,529202965,mimacam,"Barcelona, Espa침a",False,False,294,452,55,863,989,Mon Mar 19 08:02:42 +0000 2012,False,False
6179,228512912,AdriVegasS,"Aluche, Madrid",False,False,206,561,3,1196,1108,Sun Dec 19 23:17:18 +0000 2010,False,False
64,2510753324,sandoefra,Sufragette City,False,False,97,621,1,12690,1175,Tue May 20 15:54:32 +0000 2014,False,False
159,61594344,Andrew_Bavuels,"Bogot치, D.C., Colombia",False,False,152,502,0,1046,1210,Thu Jul 30 20:46:20 +0000 2009,True,False
2983,577561266,apedreroes,,False,False,256,466,24,715,565,Fri May 11 21:34:29 +0000 2012,True,False
464,1133806003949117441,Klaus5566,,False,False,36,67,0,14502,1518,Wed May 29 18:43:11 +0000 2019,True,False
8938,3309108011,gonzamvita,"Madrid, Comunidad de Madrid",False,False,101,294,7,766,591,Fri Jun 05 10:03:51 +0000 2015,False,False
1542,437272786,Erick_MartinezC,,False,False,518,2857,33,949,1364,Thu Dec 15 06:20:05 +0000 2011,False,False
12150,153481111,norter,Madrid,False,False,205,536,16,10,471,Tue Jun 08 17:37:19 +0000 2010,False,False
7996,91076107,vhumanes,Sevilla,False,False,624,324,69,8125,1079,Thu Nov 19 10:21:15 +0000 2009,False,False
10471,14482440,orinj,London,False,False,1026,585,103,717,1104,Tue Apr 22 23:59:38 +0000 2008,False,False
8558,220288566,_liongarden,"Shibuya,Tokyo,Japan",False,False,563,569,26,36,969,Sat Nov 27 09:56:13 +0000 2010,False,False
11304,103660326,adriavendano,"Toluca,M칠xico",False,False,346,1010,5,1020,510,Sun Jan 10 20:37:10 +0000 2010,False,False
10057,1182126912,monoculodesign,Spain,False,False,627,1065,33,297,1699,Fri Feb 15 11:22:06 +0000 2013,False,False
5153,435588913,premnath_be,pondicherry,False,False,837,4920,7,159,1471,Tue Dec 13 06:54:00 +0000 2011,False,False
11768,186806810,amgarciao,Parla,False,False,329,465,8,227,1674,Sat Sep 04 13:15:40 +0000 2010,False,False
5947,432047727,_Lean_XD,,False,False,184,286,0,445,1522,Fri Dec 09 00:04:36 +0000 2011,True,False
227,2196493646,seedgrows,Chile,False,False,141,1668,0,3341,1542,Fri Nov 15 19:21:33 +0000 2013,False,False
7632,348440031,balagan1973,,False,False,132,378,13,1800,588,Thu Aug 04 12:47:48 +0000 2011,True,False
10284,177969369,JimmySiquiej,,False,False,105,326,0,63,432,Fri Aug 13 14:45:46 +0000 2010,False,False
3035,883007655207370754,AnwarsTheHeath,"Chelmsford Road,Hatfield Heath",False,False,136,718,2,590,685,Thu Jul 06 17:00:05 +0000 2017,True,False
10910,346161765,irvinrangelc,"Dallas, TX",False,False,671,2150,10,293,658,Sun Jul 31 20:42:44 +0000 2011,False,False
1163,1436781841,Paloma_Ania,"Madrid, Spain",False,False,197,768,8,2196,1212,Fri May 17 21:59:27 +0000 2013,False,False
7938,575546542,reergymerej,"Las Vegas, NV",False,False,122,517,30,1788,1555,Wed May 09 17:43:14 +0000 2012,False,False
9561,48670398,santihbc,"Barcelona, Spain",False,False,459,2699,26,1928,975,Fri Jun 19 10:33:00 +0000 2009,False,False
3619,54883506,luciriestra,,False,False,334,937,13,1969,762,Wed Jul 08 12:42:43 +0000 2009,False,False
2822,4436292333,serendipias_es,Santa Cruz de Tenerife,False,False,232,607,58,614,1238,Thu Dec 10 10:03:26 +0000 2015,False,False
3278,582735294,bllosantos,Barcelona,False,False,309,565,25,436,482,Thu May 17 10:40:24 +0000 2012,False,False
6195,289713902,MarracheCo,"Ft. Lauderdale, FL",False,False,168,310,0,2620,1358,Fri Apr 29 03:01:29 +0000 2011,False,False
8547,549030680,rishabhSBH,New York,False,False,255,643,10,323,552,Mon Apr 09 07:45:41 +0000 2012,True,False
1901,1635638413,netipboxtech,"Barcelona, Espa침a",False,False,365,1254,25,211,650,Wed Jul 31 14:26:57 +0000 2013,False,False
11855,327723619,caumons,Vilanova i la Geltr칰 (BCN),False,False,406,912,39,59,1556,Sat Jul 02 01:38:58 +0000 2011,False,False
12159,18389791,antonyete,Castell칩n de la Plana,False,False,205,603,17,64,1022,Fri Dec 26 14:54:28 +0000 2008,False,False
4399,800118666725498881,dtapak_shop,Malaysia,False,False,333,1737,0,28,722,Sat Nov 19 23:28:50 +0000 2016,True,False
601,54544951,xp_aymeric,Planet Earth,False,False,395,3635,3,1792,554,Tue Jul 07 13:28:04 +0000 2009,False,False
9464,165850730,ghun_tur,Java,False,False,128,168,0,127,1250,Mon Jul 12 18:12:39 +0000 2010,False,False
5582,759258015744815104,outboundify,"Dallas, TX",False,False,332,520,70,160,1345,Sat Jul 30 05:23:12 +0000 2016,False,False
9496,1376654629,Xabikip,,False,False,153,832,5,373,397,Wed Apr 24 09:53:14 +0000 2013,False,False
3580,720148984849907712,Social_Clipping,"Madrid, Comunidad de Madrid",False,False,422,3441,28,1394,1024,Wed Apr 13 07:17:52 +0000 2016,False,False
8820,271052995,AlonsoSandonis,,False,False,399,1145,14,247,1155,Wed Mar 23 19:26:35 +0000 2011,True,False
6716,4872481732,SitkaBan,Barcelona | Madrid,False,False,764,1490,56,269,619,Tue Feb 02 19:26:59 +0000 2016,True,False
11038,282132162,sokardys,Madrid,False,False,578,488,41,1634,1390,Thu Apr 14 16:17:42 +0000 2011,False,False
850,361628473,Andypabonmendez,"Villavicencio, Colombia",False,False,246,742,1,2850,1013,Thu Aug 25 02:32:36 +0000 2011,True,False
8354,707893796,DSJinNZ,"Wellington City, New Zealand",False,False,1019,2062,60,626,1692,Fri Jul 20 22:16:25 +0000 2012,False,False
10476,226492063,marc_benito,Catalunya,False,False,291,526,33,373,1813,Tue Dec 14 08:41:05 +0000 2010,False,False
2108,323874077,Xeerpa,Madrid,False,False,803,646,42,383,1115,Sat Jun 25 15:46:12 +0000 2011,False,False
2800,482411640,Ieltxu4,,False,False,228,308,0,47,1098,Fri Feb 03 21:47:01 +0000 2012,True,False
1661,1491375205,VaneInestroza,Madrid,False,False,123,397,6,1028,1176,Fri Jun 07 21:40:05 +0000 2013,False,False
8345,36106918,BillGarnertx,USA,False,False,1293,1780,13,55,1599,Tue Apr 28 16:19:14 +0000 2009,False,False
1689,126682330,Paolini59,Maracaibo/Vzla.    ,False,False,208,523,1,1280,1156,Fri Mar 26 17:11:47 +0000 2010,True,False
6419,433258573,PedroEsquivias,,False,False,158,234,2,493,538,Sat Dec 10 10:21:47 +0000 2011,False,False
5875,305954830,AtomDocs,Thailand,False,False,461,413,23,195,395,Fri May 27 01:41:16 +0000 2011,False,False
1168,3246097360,mr_mroman,La Rioja - Barcelona,False,False,132,509,19,763,605,Mon May 11 09:00:44 +0000 2015,False,False
4904,141678273,cazabonr,"North Bay, Ontario",False,False,241,336,14,4937,1350,Sat May 08 18:30:26 +0000 2010,False,False
11215,18592360,alejandrod,Barbados,False,False,400,1550,6,1101,604,Sun Jan 04 01:44:51 +0000 2009,False,False
6427,3433596833,Gideon_Appoh,"Kumasi, Ghana",False,False,247,321,8,1798,1450,Fri Aug 21 00:52:25 +0000 2015,True,False
12121,61429806,jonasync,"Madrid, Comunidad de Madrid",False,False,334,321,34,639,1747,Thu Jul 30 08:11:23 +0000 2009,False,False
675,210471118,UschiSchokokeks,"Berlin, Deutschland",False,False,47,195,0,22569,970,Sun Oct 31 14:26:13 +0000 2010,False,False
9906,2699655181,makeitrealcamp,Colombia,False,False,959,344,38,652,1734,Sat Aug 02 01:57:19 +0000 2014,False,False
